,model_type,host,date,dataset,	noise,angle,nominal_sig_frac,sig_frac,max_epochs,epochs,train_n_events,valid_n_events,train_time,eval_acc,train_acc,test_acc,eval_loss,train_loss,test_loss,weighted_n_events,n_raw_bkgd,n_raw_sig,n_pass_bkgd,n_pass_sig,raw_signif,pass_signif,cm_train,cm_valid,cm_weighted,opt_reg_thresh,layers
250,relegator,charmander,2020.07.15_11:07:38,e5754shc,0.25,1.7,0.0056229999999999995,0.00563,2000,464,15000,5000,76.7266,0.6409,0.6409,0.6409,0.9677,1.1624,0.9648,100000,15993,562,35,161,4.368,11.5,6884:16:563:2293:2558:2686:0:0:0,2353:7:177:725:871:867:0:0:1,92094:367:6976:164:177:222:0:0:0,,
251,regressor,charmander,2020.07.15_11:09:03,e5754shc,0.25,1.7,0.0056229999999999995,0.00563,2000,424,15000,5000,67.9136,0.7731,0.773,0.7731,0.3393,0.3693,0.3363,100000,15993,562,195,272,4.368,12.587,7438:73:3652:3837,2472:17:1201:1310,98315:1122:291:272,0.8191137516498566,
252,relegator,charmander,2020.07.15_11:11:10,e5754shc,0.25,1.7,0.0056229999999999995,0.00563,2000,605,15000,5000,108.2719,0.5808,0.5809,0.5808,0.8363,0.8516,0.8077,100000,15993,562,6,118,4.368,10.597000000000001,4981:2:2514:481:1606:5416:0:0:0,1680:0:823:162:513:1822:0:0:1,65821:33:33583:27:121:415:0:0:0,,
253,regressor,charmander,2020.07.15_11:12:44,e5754shc,0.25,1.7,0.0056229999999999995,0.00563,2000,456,15000,5000,78.9935,0.7717,0.7717,0.7718,0.3377,0.3663,0.3342,100000,15993,562,101,236,4.368,12.856,7499:26:4213:3262,2467:8:1389:1136,98887:550:327:236,0.8594915401935577,
254,relegator,charmander,2020.07.15_11:14:35,e5754shc,0.25,1.7,0.0056229999999999995,0.00563,2000,529,15000,5000,93.4425,0.4861,0.4861,0.4861,0.8621,0.8594,0.8091,100000,15993,562,2,114,4.368,10.585,5197:1:2333:494:1441:5534:0:0:0,1697:0:772:183:524:1824:0:0:1,68084:13:31340:33:118:412:0:0:0,,
255,regressor,charmander,2020.07.15_11:16:10,e5754shc,0.25,1.7,0.0056229999999999995,0.00563,2000,493,15000,5000,78.4925,0.7827,0.7827,0.7828,0.3373,0.3657,0.3309,100000,15993,562,126,250,4.368,12.892999999999999,7439:39:3993:3529,2510:12:1305:1173,98705:732:313:250,0.8501173079013824,
256,relegator,charmander,2020.07.15_11:18:13,e5754shc,0.25,1.7,0.0056229999999999995,0.00563,2000,545,15000,5000,104.2808,0.6575,0.6577,0.6574,0.8794,0.8944,0.8259,100000,15993,562,2,114,4.368,10.585,5092:1:2411:500:1464:5532:0:0:0,1709:0:787:139:500:1865:0:0:1,67362:19:32056:29:115:419:0:0:0,,
257,regressor,charmander,2020.07.15_11:19:38,e5754shc,0.25,1.7,0.0056229999999999995,0.00563,2000,440,15000,5000,66.0036,0.7708,0.7707,0.7708,0.3325,0.363,0.3456,100000,15993,562,114,243,4.368,12.860999999999999,7495:29:4059:3417,2461:15:1397:1127,98810:627:320:243,0.8595322982507059,
258,relegator,charmander,2020.07.15_11:21:58,pojjizyq,0.25,1.7,0.0056229999999999995,0.00563,2000,552,15000,5000,89.5017,0.6698,0.6699,0.6698,0.9177,1.0753,0.9491,100000,16078,562,6,122,4.357,10.783,6343:4:1126:1436:1760:4331:0:0:0,2125:1:401:488:578:1407:0:0:1,83913:66:15458:111:126:326:0:0:0,,
259,regressor,charmander,2020.07.15_11:23:20,pojjizyq,0.25,1.7,0.0056229999999999995,0.00563,2000,521,15000,5000,64.5237,0.778,0.778,0.7781,0.3394,0.369,0.3497,100000,16078,562,243,300,4.357,12.874,7387:94:3519:4000,2485:34:1162:1319,97972:1465:262:301,0.8198513567447662,
260,relegator,charmander,2020.07.15_11:24:56,pojjizyq,0.25,1.7,0.0056229999999999995,0.00563,2000,528,15000,5000,78.4479,0.7243,0.7244,0.7242,0.9041,1.1539,0.9841,100000,16078,562,15,161,4.357,12.136,6181:9:1335:1310:2269:3896:0:0:0,2023:6:446:421:777:1327:0:0:1,81042:174:18221:102:171:290:0:0:0,,
261,regressor,charmander,2020.07.15_11:26:14,pojjizyq,0.25,1.7,0.0056229999999999995,0.00563,2000,431,15000,5000,62.7359,0.7769,0.7769,0.7769,0.3399,0.3693,0.3436,100000,16078,562,119,261,4.357,13.389000000000001,7485:42:3970:3503,2456:17:1381:1146,98697:740:301:262,0.8497237220406532,
262,relegator,charmander,2020.07.15_11:28:13,pojjizyq,0.25,1.7,0.0056229999999999995,0.00563,2000,569,15000,5000,102.9335,0.6798,0.6798,0.6797,0.8934,1.2034,0.8798,100000,16078,562,21,182,4.357,12.774000000000001,6081:14:1399:1325:2522:3659:0:0:0,2051:3:452:436:859:1199:0:0:1,80493:207:18737:106:187:270:0:0:0,,
263,regressor,charmander,2020.07.15_11:29:42,pojjizyq,0.25,1.7,0.0056229999999999995,0.00563,2000,489,15000,5000,70.4947,0.7529,0.7528,0.7529,0.3436,0.3745,0.3355,100000,16078,562,211,293,4.357,13.050999999999998,7410:85:3584:3921,2474:31:1176:1319,98134:1303:269:294,0.8200386881828309,
264,relegator,charmander,2020.07.15_11:31:34,pojjizyq,0.25,1.7,0.0056229999999999995,0.00563,2000,490,15000,5000,90.8868,0.7033,0.7034,0.7033,0.993,1.0386,0.9211,100000,16078,562,3,96,4.357,9.648,6847:2:699:1986:1288:4178:0:0:0,2221:0:231:681:483:1384:0:0:1,89795:14:9628:148:102:313:0:0:0,,
265,regressor,charmander,2020.07.15_11:32:59,pojjizyq,0.25,1.7,0.0056229999999999995,0.00563,2000,553,15000,5000,71.018,0.7787,0.7786,0.7787,0.3468,0.3776,0.3273,100000,16078,562,85,234,4.357,13.100999999999999,7426:33:4366:3175,2531:10:1350:1109,98912:525:328:235,0.8597762501239777,
266,relegator,charmander,2020.07.15_11:34:22,pojjizyq,0.25,1.7,0.0056229999999999995,0.00563,2000,498,15000,5000,67.7897,0.7134,0.7135,0.7134,0.998,1.1721,0.9636,100000,16078,562,7,123,4.357,10.788,6965:4:508:2299:1811:3413:0:0:0,2353:1:169:708:606:1163:0:0:1,92463:82:6892:170:130:263:0:0:0,,
267,regressor,charmander,2020.07.15_11:35:45,pojjizyq,0.25,1.7,0.0056229999999999995,0.00563,2000,546,15000,5000,70.6942,0.7728,0.7728,0.7729,0.3385,0.3684,0.3448,100000,16078,562,163,277,4.357,13.205,7436:60:3739:3765,2475:29:1264:1232,98414:1023:285:278,0.8392495583347045,
268,relegator,charmander,2020.07.15_11:37:40,ddf3z4yc,0.25,1.7,0.0056229999999999995,0.00563,2000,535,15000,5000,74.0369,0.7126,0.7127,0.7125,0.9602,0.9999,1.0078,100000,16116,562,2,89,4.352,9.33,6193:1:1302:1279:1262:4963:0:0:0,2016:0:488:447:402:1647:0:0:1,81924:6:17507:91:95:377:0:0:0,,
269,regressor,charmander,2020.07.15_11:38:47,ddf3z4yc,0.25,1.7,0.0056229999999999995,0.00563,2000,475,15000,5000,54.7508,0.7768,0.7768,0.7769,0.3456,0.3776,0.3453,100000,16116,562,132,270,4.352,13.466,7394:85:3849:3672,2496:25:1276:1203,98501:936:293:270,0.8201578283309937,
270,relegator,charmander,2020.07.15_11:40:24,ddf3z4yc,0.25,1.7,0.0056229999999999995,0.00563,2000,588,15000,5000,81.9341,0.6488,0.649,0.6487,0.8893,0.8816,0.9104,100000,16116,562,0,84,4.352,9.165,5090:0:2393:427:1110:5980:0:0:0,1654:0:863:142:341:2000:0:0:1,66899:1:32537:29:87:447:0:0:0,,
271,regressor,charmander,2020.07.15_11:41:28,ddf3z4yc,0.25,1.7,0.0056229999999999995,0.00563,2000,448,15000,5000,52.3774,0.7633,0.7633,0.7634,0.346,0.3737,0.3522,100000,16116,562,205,287,4.352,12.939,7381:130:3482:4007,2460:29:1221:1290,98063:1374:276:287,0.7991129615897079,
272,relegator,charmander,2020.07.15_11:42:55,ddf3z4yc,0.25,1.7,0.0056229999999999995,0.00563,2000,509,15000,5000,71.6133,0.6538,0.6539,0.6538,0.9811,1.243,0.9566,100000,16116,562,16,167,4.352,12.345,6490:12:1010:1762:2254:3472:0:0:0,2165:3:320:595:769:1148:0:0:1,86510:144:12783:130:177:256:0:0:0,,
273,regressor,charmander,2020.07.15_11:44:13,ddf3z4yc,0.25,1.7,0.0056229999999999995,0.00563,2000,564,15000,5000,65.7118,0.7699,0.7699,0.7699,0.3471,0.377,0.3475,100000,16116,562,33,191,4.352,12.762,7472:22:4989:2517,2500:6:1642:852,99187:250:372:191,0.8801324248313904,
274,relegator,charmander,2020.07.15_11:45:45,ddf3z4yc,0.25,1.7,0.0056229999999999995,0.00563,2000,535,15000,5000,77.4258,0.6618,0.662,0.6618,0.8937,0.8989,0.8919,100000,16116,562,0,88,4.352,9.381,4932:0:2513:447:1175:5933:0:0:0,1695:0:860:158:382:1905:0:0:1,65676:2:33759:34:92:437:0:0:0,,
275,regressor,charmander,2020.07.15_11:46:50,ddf3z4yc,0.25,1.7,0.0056229999999999995,0.00563,2000,459,15000,5000,52.5166,0.769,0.7689,0.769,0.3483,0.3763,0.346,100000,16116,562,105,251,4.352,13.302999999999999,7439:74:4020:3467,2470:17:1337:1176,98686:751:312:251,0.8298215916752815,
276,relegator,charmander,2020.07.15_11:48:05,ddf3z4yc,0.25,1.7,0.0056229999999999995,0.00563,2000,456,15000,5000,61.6075,0.706,0.7061,0.706,0.9699,1.1688,1.0143,100000,16116,562,15,150,4.352,11.677,6834:9:652:2110:2051:3344:0:0:0,2306:5:194:729:698:1068:0:0:1,91306:114:8017:150:163:250:0:0:0,,
277,regressor,charmander,2020.07.15_11:49:13,ddf3z4yc,0.25,1.7,0.0056229999999999995,0.00563,2000,504,15000,5000,56.0186,0.7867,0.7866,0.7867,0.3478,0.3753,0.3421,100000,16116,562,229,296,4.352,12.918,7363:132:3533:3972,2468:37:1097:1398,97928:1509:267:296,0.7901143482327461,
278,relegator,charmander,2020.07.15_11:50:58,cgae1xfn,0.25,1.7,0.0056229999999999995,0.00563,2000,469,15000,5000,63.6887,0.6873,0.6874,0.6873,0.9204,1.1977,0.9773,100000,15817,562,32,184,4.391,12.52,6064:17:1432:1131:2513:3843:0:0:0,2005:11:471:396:855:1262:0:0:1,80217:263:18957:88:190:285:0:0:0,,
279,regressor,charmander,2020.07.15_11:52:05,cgae1xfn,0.25,1.7,0.0056229999999999995,0.00563,2000,494,15000,5000,56.0726,0.7612,0.7611,0.7612,0.3464,0.3762,0.3445,100000,15817,562,54,198,4.391,12.472999999999999,7399:30:4915:2656,2563:8:1602:827,99086:351:365:198,0.8900992012023926,
280,relegator,charmander,2020.07.15_11:53:27,cgae1xfn,0.25,1.7,0.0056229999999999995,0.00563,2000,503,15000,5000,68.2033,0.6782,0.6783,0.6782,0.9814,1.149,0.9334,100000,15817,562,23,150,4.391,11.404000000000002,6884:18:590:2208:2064:3236:0:0:0,2309:5:194:704:705:1083:0:0:1,91166:186:8085:156:156:251:0:0:0,,
281,regressor,charmander,2020.07.15_11:54:38,cgae1xfn,0.25,1.7,0.0056229999999999995,0.00563,2000,508,15000,5000,59.3432,0.7687,0.7687,0.7688,0.3439,0.3727,0.3488,100000,15817,562,123,263,4.391,13.386,7451:57:3942:3550,2474:18:1336:1172,98652:785:300:263,0.8395648336410523,
282,relegator,charmander,2020.07.15_11:56:07,cgae1xfn,0.25,1.7,0.0056229999999999995,0.00563,2000,550,15000,5000,74.6591,0.7202,0.7204,0.7202,0.9306,1.1028,0.9336,100000,15817,562,16,151,4.391,11.685,6296:13:1187:1414:2116:3974:0:0:0,2086:3:415:474:689:1333:0:0:1,83305:124:16008:105:162:296:0:0:0,,
283,regressor,charmander,2020.07.15_11:57:07,cgae1xfn,0.25,1.7,0.0056229999999999995,0.00563,2000,433,15000,5000,48.1033,0.7642,0.7641,0.7642,0.3479,0.3786,0.3467,100000,15817,562,329,324,4.391,12.679,7350:158:3209:4283,2455:37:1085:1423,97323:2114:239:324,0.7599518752098084,
284,relegator,charmander,2020.07.15_11:58:25,cgae1xfn,0.25,1.7,0.0056229999999999995,0.00563,2000,483,15000,5000,64.5151,0.7068,0.7069,0.7068,0.961,1.2175,0.9756,100000,15817,562,34,187,4.391,12.579,6417:22:1094:1540:2596:3331:0:0:0,2084:9:374:483:879:1171:0:0:1,84130:320:14987:104:198:261:0:0:0,,
285,regressor,charmander,2020.07.15_11:59:36,cgae1xfn,0.25,1.7,0.0056229999999999995,0.00563,2000,523,15000,5000,59.6182,0.7721,0.772,0.7721,0.3459,0.3694,0.3434,100000,15817,562,343,325,4.391,12.575,7349:153:3195:4303,2452:46:1044:1458,97287:2150:238:325,0.769951394200325,
286,relegator,charmander,2020.07.15_12:01:07,cgae1xfn,0.25,1.7,0.0056229999999999995,0.00563,2000,555,15000,5000,76.6127,0.7076,0.7076,0.7075,0.9798,1.1895,1.0491,100000,15817,562,27,165,4.391,11.908,6733:18:770:2027:2268:3184:0:0:0,2237:9:233:718:756:1047:0:0:1,89073:244:10120:145:174:244:0:0:0,,
287,regressor,charmander,2020.07.15_12:02:12,cgae1xfn,0.25,1.7,0.0056229999999999995,0.00563,2000,479,15000,5000,53.7763,0.7788,0.7787,0.7788,0.3473,0.3785,0.3474,100000,15817,562,61,203,4.391,12.494000000000002,7464:40:4812:2684,2490:6:1596:908,99037:400:360:203,0.8693958213925361,
288,relegator,charmander,2020.07.15_12:03:58,mp0m1bsj,0.25,1.7,0.0056229999999999995,0.00563,2000,487,15000,5000,65.4243,0.7065,0.7067,0.7064,0.9514,0.962,0.9522,100000,16232,558,0,82,4.306,9.055,5836:0:1650:1011:1287:5216:0:0:0,1946:0:568:353:397:1736:0:0:1,77161:5:22271:67:91:405:0:0:0,,
289,regressor,charmander,2020.07.15_12:05:09,mp0m1bsj,0.25,1.7,0.0056229999999999995,0.00563,2000,521,15000,5000,59.0024,0.7787,0.7787,0.7788,0.3442,0.3719,0.3389,100000,16232,558,203,283,4.306,12.837,7378:95:3715:3812,2507:20:1189:1284,98313:1124:277:286,0.8097998565435409,
290,relegator,charmander,2020.07.15_12:06:32,mp0m1bsj,0.25,1.7,0.0056229999999999995,0.00563,2000,513,15000,5000,69.3281,0.7088,0.7089,0.7088,0.9683,1.1519,1.0221,100000,16232,558,17,136,4.306,10.995,6954:4:516:2319:1978:3229:0:0:0,2360:4:162:782:679:1013:0:0:1,92776:100:6561:160:149:254:0:0:0,,
291,regressor,charmander,2020.07.15_12:07:31,mp0m1bsj,0.25,1.7,0.0056229999999999995,0.00563,2000,416,15000,5000,47.2402,0.7545,0.7545,0.7546,0.3416,0.3698,0.3451,100000,16232,558,106,244,4.306,13.042,7440:48:4145:3367,2501:11:1397:1091,98869:568:316:247,0.8500051558017729,
292,relegator,charmander,2020.07.15_12:08:59,mp0m1bsj,0.25,1.7,0.0056229999999999995,0.00563,2000,473,15000,5000,71.3911,0.7031,0.7033,0.703,0.9679,1.0158,0.9848,100000,16232,558,0,88,4.306,9.381,6328:0:1227:1446:1213:4786:0:0:0,2032:0:413:519:411:1625:0:0:1,82778:6:16653:104:89:370:0:0:0,,
293,regressor,charmander,2020.07.15_12:10:20,mp0m1bsj,0.25,1.7,0.0056229999999999995,0.00563,2000,557,15000,5000,66.8284,0.776,0.776,0.7761,0.337,0.3681,0.3552,100000,16232,558,96,229,4.306,12.703,7474:32:4344:3150,2481:13:1442:1064,98919:518:331:232,0.8600478583574296,
294,relegator,charmander,2020.07.15_12:12:04,mp0m1bsj,0.25,1.7,0.0056229999999999995,0.00563,2000,499,15000,5000,85.1965,0.6815,0.6817,0.6814,0.9988,1.0116,1.0002,100000,16232,558,0,79,4.306,8.888,5887:0:1643:1089:1249:5132:0:0:0,1925:0:545:383:411:1736:0:0:1,77365:6:22066:78:90:395:0:0:0,,
295,regressor,charmander,2020.07.15_12:13:17,mp0m1bsj,0.25,1.7,0.0056229999999999995,0.00563,2000,473,15000,5000,58.6164,0.7714,0.7714,0.7715,0.3465,0.3721,0.3358,100000,16232,558,91,219,4.306,12.437999999999999,7443:28:4392:3137,2517:12:1442:1029,98964:473:341:222,0.8689229985296334,
296,relegator,charmander,2020.07.15_12:14:34,mp0m1bsj,0.25,1.7,0.0056229999999999995,0.00563,2000,430,15000,5000,61.9897,0.7045,0.7046,0.7044,0.9753,1.1943,1.0119,100000,16232,558,24,158,4.306,11.712,6827:11:691:2103:2369:2999:0:0:0,2244:8:219:731:807:991:0:0:1,90107:170:9160:153:177:233:0:0:0,,
297,regressor,charmander,2020.07.15_12:15:39,mp0m1bsj,0.25,1.7,0.0056229999999999995,0.00563,2000,452,15000,5000,53.353,0.7737,0.7737,0.7737,0.345,0.3713,0.342,100000,16232,558,186,273,4.306,12.743,7361:80:3790:3769,2538:21:1251:1190,98415:1022:287:276,0.8201060593128204,
298,regressor,charmander,2020.07.15_12:57:20,0vergpd3,0.25,1.7,0.01,0.01,2000,244,15000,5000,52.2639,0.7684,0.7683,0.7684,0.346,0.3733,0.3532,100000,16094,996,143,473,7.619,19.058,7409:66:3843:3682,2512:13:1283:1192,98071:929:526:474,0.8299312841892242,
299,relegator,charmander,2020.07.15_13:09:05,0vergpd3,0.25,1.7,0.01,0.01,2000,295,15000,5000,72.6412,0.6882,0.6886,0.6881,0.7269,0.7972,0.6705,100000,16094,996,10,234,7.619,14.98,5314:4:2167:619:1766:5130:0:0:0,1814:0:701:207:638:1640:0:0:1,70398:60:28542:71:237:692:0:0:0,,100:100:100
